City,Name,Latitude,Longitude,Store Number,Street Combined,Postal Code,Country Subdivision,Country,Ownership Type,nearest_store_number,nearest_store_distance_km
Midlothian,Target Richmond Far West T-2478,37.50310134887695,-77.71910095214844,70364-141944,201 Perimeter Dr,231137314,VA,US,LS,13674-107527,2.5
Memphis,Target Memphis East T 2474,35.10249710083008,-89.86349487304688,70357-138226,5959 Poplar Avenue,381193938,TN,US,LS,8423-17394,0.5
Cincinnati,Target Western Hills T-2488,39.143524169921875,-84.62079620361328,70353-138224,6100 Glenway Ave,452116319,OH,US,LS,73876-103619,0.2
Vernon Hills,Milwaukee & Greggs Pkwy,42.2557487487793,-87.94821166992188,13832-107647,"1640 N. Milwaukee Ave., Suite 100",600611596,IL,US,CO,28615-249924,1.4
Abingdon,412 Constant Friendship Blvd,39.45850372314453,-76.31798553466797,14363-116924,"412-B Constant Friendship Blvd., Constant Friendhip",210092566,MD,US,CO,76135-88984,0.6
Anchorage,Safeway-Anchorage #1809,61.208839416503906,-149.778076171875,3513-125945,5600 Debarr Rd Ste 9,995042300,AK,US,LS,75323-100264,2.4
McKinney,Kroger-McKinney #567,33.174468994140625,-96.6822509765625,3496-126606,2901 S Lake Forest Dr,75070,TX,US,LS,6258-1236,2.0
Sonora,Safeway-Sonora #3127,37.97295379638672,-120.3674087524414,3499-129845,1291 Sanguinettie Rd,953706215,CA,US,LS,6439-48199,0.0
Gallup,Safeway-Gallup #1743,35.53567886352539,-108.75711059570312,3755-136604,980 US Highway 491,87301,NM,US,LS,74243-62599,145.4
Lawrence,Dillons-Lawrence #19,38.97041320800781,-95.30406951904297,3076-105028,3000 West 6th St,660494825,KS,US,LS,18519-174524,0.2
Ft. Leonard Wood,Ft. Leonard Wood Community Center,37.74612045288086,-92.11317443847656,70076-103186,233 Illinois Ave,654738936,MO,US,LS,72546-104525,12.1
Oakland,OAK T - 2 Gate 23,37.71675109863281,-122.20858764648438,70029-106533,1 Airport Drive,946211430,CA,US,LS,70030-106532,0.0
Frankfort,US 60 & I-64,38.176666259765625,-84.81379699707031,13975-108056,100 Jett Dr.,406017531,KY,US,CO,73788-113224,2.6
Brandywine,Safeway-Brandywine #2853,38.66995620727539,-76.87601470947266,3511-144544,15916 S Crain Hwy,206138000,MD,US,LS,76956-136669,0.2
Haltom City,Hwy 377 & Watauga,32.85835266113281,-97.26456451416016,14373-100051,6151 Denton Hwy,761483020,TX,US,CO,6389-29238,2.4
SPRING,I-45 & Cypresswood,30.05097198486328,-95.4299087524414,14193-84300,19752 I-45 North A,77388,TX,US,CO,72693-76607,0.2
Manassas,Liberia Ave.,38.748016357421875,-77.45116424560547,13334-97629,"9642 Liberia Avenue, Signal Hill",201101700,VA,US,CO,7809-70620,1.8
Hopewell,Hopewell VA,37.258968353271484,-77.3274154663086,14534-120144,"5320 Oaklawn Blvd, The Crossings",238607349,VA,US,CO,22007-208467,0.8
Snohomish,30th St & Bickford Ave,47.9422721862793,-122.10803985595703,14124-105906,"2623 Bickford Ave., Bldg #9",98291,WA,US,CO,73783-118004,0.3
Long Beach,CSU Long Beach - Dining Plaza,33.77864456176758,-118.1133041381836,75370-102971,6049 East Seventh street,908400007,CA,US,LS,75377-103561,0.1
Pembroke Pines,15810 Pines Blvd,26.006877899169922,-80.35577392578125,11344-104461,15810 S. Pines Blvd,33027,FL,US,CO,11345-101764,1.9
Fairfield,I-80 & Oliver - Fairfield,38.25455856323242,-122.06648254394531,14463-119484,"1200 Oliver Rd, 100",945343467,CA,US,CO,6742-71701,1.2
Los Angeles,BARNES AND NOBLE @ CAL STATE UNIV L,34.068397521972656,-118.16899871826172,75476-103411,5151 State University Drive,900324226,CA,US,LS,6794-41839,2.1
Yuma,"16th & Pacific, Yuma",32.69807052612305,-114.59934997558594,14665-123164,"1630 S. Pacific Avenue, #101",853652111,AZ,US,CO,76467-97575,1.0
Phoenix,"32nd St. & Thomas, Phoenix",33.48005676269531,-112.0133056640625,11434-105423,"3175 E. Thomas Road, 101",850168000,AZ,US,CO,5160-145465,0.3
Round Lake Beach,Rte 83 & Hook Dr - Round Lake Beach,42.38249206542969,-88.06338500976562,14512-120164,1904 IL Route 83,600732200,IL,US,CO,10507-101201,4.2
Kokomo,US 31 & Alto,40.440948486328125,-86.12551879882812,13973-108479,"512 East Alto Rd., Southway Plaza",469024311,IN,US,CO,2703-84280,3.6
Scottsdale,"71st St. & Shea, Scottsdale",33.58240509033203,-111.92800903320312,10800-101121,7050 E Shea Blvd,852545250,AZ,US,CO,74862-97178,0.3
Fort Huachuca,Fort Huachuca PX,31.55499267578125,-110.35981750488281,78098-106795,"Smith Ave & Hatfield St, Bldg 52030",85613,AZ,US,LS,74383-83399,8.0
Broomfield,"King Soopers-Broomfield, CO #118",39.94335174560547,-105.0149154663086,1542-129324,2355 W 136th St,800239331,CO,US,LS,10724-99651,1.9
San Diego,Sodexo@Naval Station 32nd. St. San,32.67753219604492,-117.1161880493164,75477-105727,2260 Callagan Hwy. Bldg. 3187,92136,CA,US,LS,22419-212488,2.1
Morganton,Ingles-Morganton #120,35.73627471923828,-81.71440124511719,4185-147768,114 Carbon City Rd,286554226,NC,US,LS,11214-96961,34.2
San Francisco,SFO T3 Baggage Claim (Retail),37.61811065673828,-122.38690948486328,70325-120031,"SFO, Terminal 3 United Gate73",94128,CA,US,LS,15293-157605,0.3
Bronx,Target Bronx Terminal T-2475,40.81962966918945,-73.93038940429688,3863-141165,700 Exterior St,104512042,NY,US,LS,11648-105796,1.1
Tampa,Univ of S. Florida-Juniper Dining H,28.054689407348633,-82.41149139404297,3787-138044,"4202 E Fowler Ave, AXA0094",336209998,FL,US,LS,75205-92860,0.1
Fairfax,George Mason University,38.83486557006836,-77.31096649169922,70035-79577,4401 University Drive,220304481,VA,US,LS,22801-219645,0.5
Harrisonburg,James Madison University-Carrier Li,38.43865203857422,-78.87194061279297,4139-146987,800 S Main St,22801,VA,US,LS,23950-232346,0.4
Muncie,Ball State University - L. A. Pitte,40.19728469848633,-85.40887451171875,70301-133504,2000 W University Ave,473061022,IN,US,LS,9434-96389,1.2
Santa Cruz,Safeway - Santa Cruz #2607,36.96158981323242,-122.04428100585938,3781-140185,2203 Mission St,950605221,CA,US,LS,5241-371,2.1
Seattle,"QFC-West Seattle, WA #883",47.56128692626953,-122.38468170166016,5124-142239,4550 42nd Ave SW,981164527,WA,US,LS,24837-236918,0.1
El Paso,ELP Concourse B,31.800086975097656,-106.39518737792969,1566-139207,6701 Convair Rd,799251099,TX,US,LS,25357-240244,0.1
Palm Springs,Vons - Palm Springs #2384,33.79234313964844,-116.49436950683594,5060-102653,4733 E Palm Canyon,922645219,CA,US,LS,5925-40679,1.3
Kihei,Safeway - Kihei #1500,20.75263786315918,-156.44827270507812,3508-142204,277 Pi'ikea Avenue,967538268,HI,US,LS,21022-27792,0.1
Jamaica,St. John's University - Queens,40.72251510620117,-73.79613494873047,3928-138154,8000 Utopia Pkwy,11432,NY,US,LS,7296-1042,2.1
Arlington,The Pentagon - Retail Corridor,38.87062454223633,-77.05693054199219,70012-103332,"Army Navy Drive & Fern Street, Room 1B - 1088",22202,VA,US,LS,17383-176847,0.1
Tacoma,Safeway - Tacoma #1246,47.25639343261719,-122.52017974853516,5073-139827,6201 6th Ave,984062019,WA,US,LS,3320-8246,1.5
Wilmington,Harris Teeter - Wilmington #441,34.195072174072266,-77.88948822021484,5061-141305,2800 S College Rd,284126827,NC,US,LS,8478-54779,2.7
Richmond,Richmond Marriott - Lobby,37.54314422607422,-77.43655395507812,3970-132973,500 E Broad St,232191863,VA,US,LS,70304-121150,0.5
Charlotte,University of North Carolina Charlo,35.302730560302734,-80.72917175292969,78090-115167,9201 University City Blvd,282230001,NC,US,LS,79419-98072,1.2
Ft. Lauderdale,Target Fort Lauderdale T-1163,26.169235229492188,-80.11674499511719,3895-108129,3200 N Federal Hwy,333061062,FL,US,LS,22094-209644,1.8
Orland Park,Orland Park-159th & Wolf-Redraw,41.60020446777344,-87.8948745727539,14257-129144,11359 W. 159th St.,604675659,IL,US,CO,22238-218764,3.5
Davis,Target Davis T-2455,38.555946350097656,-121.69641876220703,5101-138870,4601 2nd St,956189446,CA,US,LS,74163-24431,3.0
Springfield,Target Springfield West T-2312,39.913692474365234,-75.34959411621094,5091-144484,1200 Baltimore Pike,190642701,PA,US,LS,7839-81090,0.4
Fort Lee,"Fort Lee, Route 4 E",40.863739013671875,-73.97496795654297,14296-114267,2215 SR-4 East,07024,NJ,US,CO,7256-882,0.5
San Diego,Fashion Valley Mall -Lvl 2 Food Crt,32.767459869384766,-117.16654968261719,5414-145424,"7007 Friars Road, 855A, Fashion Valley Mall - San Diego",921081129,CA,US,CO,5414-1280,0.0
Brentwood,Target Brentwood T-1102,38.6279411315918,-90.34272003173828,3893-146067,25 Brentwood Promenade Court,631441428,MO,US,LS,27883-242002,0.3
Glendale,"Central & Acacia, Glendale",34.135005950927734,-118.25809478759766,11894-105944,"919 S. Central Ave., F",912042004,CA,US,CO,79602-106070,0.7
Bonney Lake,Hwy 410 & 214th - Bonney Lake,47.16834259033203,-122.1491928100586,14570-114364,21102 Highway 410,98391,WA,US,CO,74412-87985,0.4
Greenland,Target Greenland T-2530,43.048709869384766,-70.81634521484375,3872-141546,1450 Greenland Rd,038402438,NH,US,LS,10325-99909,5.2
Kingman,Safeway - Kingman #2017,35.214820861816406,-114.03638458251953,79580-105116,3125 Stockton Hill Rd,864014165,AZ,US,LS,11218-102230,2.0
Silver Spring,Target Silver Spring T-1138,39.074527740478516,-77.05656433105469,3938-145347,12000 Cherry Hill Rd,209041985,MD,US,LS,11184-104244,2.0
Lee's Summit,Macy's - Lee's Summit,38.926090240478516,-94.4022445678711,70367-138670,701 NW Blue Pkwy,640865700,MO,US,LS,72661-64960,0.6
Glendale,Fry's - Glendale #625,33.63920593261719,-112.15318298339844,5036-106034,6611 W Bell Rd,853083607,AZ,US,LS,79721-101010,1.8
Northampton,Stop & Shop - Northampton #787,42.32822036743164,-72.63372802734375,4730-138778,228 King St,010602332,MA,US,LS,878-2006,1.1
Limerick,Limerick Crossing S.C.,40.21400451660156,-75.50161743164062,14051-107907,"5 West Ridge Pike, Limerick Crossing Shopping Center",194681711,PA,US,CO,76703-97451,0.4
North Wales,North Wales,40.221317291259766,-75.24897766113281,10697-96783,271 Dekalb Pike,194541806,PA,US,CO,24897-237461,1.1
Irving,Tom Thumb-Irving #2559,32.85478210449219,-96.99320220947266,79749-94765,3535 Beltline Rd,750627804,TX,US,LS,13908-108299,2.3
Surprise,Fry's #680 Surprise,33.62245559692383,-112.42691040039062,3199-106038,15215 N Cotton Lane,853889607,AZ,US,LS,74864-97730,1.7
Spokane,Safeway - Spokane #3248,47.715999603271484,-117.42457580566406,3968-139824,902 W Francis Ave,992083639,WA,US,LS,360-101155,0.9
WARWICK,"Warwick, Airport Rd",41.7335205078125,-71.40836334228516,13668-106295,35 Airport Rd,028891001,RI,US,CO,78039-112125,2.4
Philadelphia,Macy's Center City,39.95082473754883,-75.1619644165039,14095-111165,1301 Chestnut Street,191073521,PA,US,CO,761-602,0.2
Corona,McKinley & Griffin,33.88734817504883,-117.52093505859375,13306-105328,"344 N. McKinley St., 101",928797108,CA,US,CO,74567-79466,0.4
Tinley Park,Tinley Park-159th & Harlem,41.60196304321289,-87.7936019897461,14163-112146,15901 S. Harlem Ave.,604772098,IL,US,CO,76182-94131,4.7
Rancho Cordova,International & Zinfandel - RC,38.58427429199219,-121.28453826904297,13557-107473,"3195 Zinfandel Dr., 1, Capital Village",956706376,CA,US,CO,5764-3273,1.0
Honolulu,Hilton Hawaiian Vlge Penguin Plza A,21.282150268554688,-157.83653259277344,70007-130424,2005 Kalia Rd,968151979,HI,US,LS,75975-107367,0.2
Queen Creek,Fry's-Queen Creek #682,33.219932556152344,-111.56874084472656,73965-138186,155 West Combs Road,85140,AZ,US,LS,74360-83382,2.3
Fuquay-Varina,Hwy 401 & Purfoy Rd,35.592220306396484,-78.7750015258789,14381-116724,1380 North Main St,275262617,NC,US,CO,17058-176749,5.9
Canton,Sixes Rd & Ridge Rd,34.17176818847656,-84.54804229736328,14285-117464,3241 Sixes Rd,301147965,GA,US,CO,72542-107438,6.6
Dallas,Hwy 381 & Hwy 92,34.0098762512207,-84.75439453125,14637-113173,8655 Hiram Acworth Hwy,301576599,GA,US,CO,11045-98613,6.6
Casa Grande,Fry's #669 Casa Grande,32.92876052856445,-111.75675201416016,73946-106028,2858 North Pinal Avenue,851227917,AZ,US,LS,74398-83385,4.0
Delano,"Cecil & Hwy 99, Delano",35.776283264160156,-119.25146484375,13362-106598,1607 Glenwood St.,932152025,CA,US,CO,11461-104654,37.5
El Segundo,Douglas & Maple,33.92735290527344,-118.38372802734375,14627-123604,2263 E. Maple Avenue,902456508,CA,US,CO,75497-107886,1.2
Lake Forest,Lake Forest & Dimension,33.66032791137695,-117.6686782836914,10424-97308,20790 Lake Forest Drive,926307737,CA,US,CO,6812-79895,1.9
San Jose,Curtner & Monterey,37.30208969116211,-121.86429595947266,13937-125784,175 Curtner Avenue,951251014,CA,US,CO,76867-117044,0.4
Nesconset,"Nesconset, Smithtown Blvd.",40.83332061767578,-73.14673614501953,14795-112405,465 Smithtown Blvd.,117672421,NY,US,CO,23737-231984,2.8
CANOGA PARK,Vons - Canoga Park #1673,34.218143463134766,-118.60702514648438,79745-108473,8201 TOPANGA CANYON BLVD,913043800,CA,US,LS,6473-25947,1.9
Williamston,D&W Fresh Market-Williamston #1903,42.68843078613281,-84.2844467163086,73935-129828,151 W Grand River Ave,488951317,MI,US,LS,16961-177051,11.5
Arlington,Kroger-Arlington #695,32.682525634765625,-97.19343566894531,72553-87666,5701 W Pleasant Bridge Rd,760164424,TX,US,LS,8772-94642,0.6
Temecula,"Winchester & Nicholas, Temecula",33.5405387878418,-117.14391326904297,14486-119046,"39848 Winchester Road, #A",925918318,CA,US,CO,73577-61819,1.3
Lancaster,Avenue I & 20th St West,34.704322814941406,-118.1650390625,13220-107230,1845 W. Avenue I,935341453,CA,US,CO,23285-226124,1.6
New York,23rd - 24th & 7th,40.74431610107422,-73.99524688720703,14618-126424,229 Seventh Avenue,100111808,NY,US,CO,7587-18379,0.3
Denver,40th & Colorado-Denver,39.773414611816406,-104.94017028808594,11473-103805,"4030 Colorado Blvd, 101",802164303,CO,US,CO,2817-86203,3.6
Melbourne,Wickham Rd & Baymeadows Blvd,28.164369583129883,-80.67243957519531,11484-103540,3660 N. Wickham Rd.,329352336,FL,US,CO,14075-108596,5.7
Washington,Georgetown University - Leavey Cent,38.91020584106445,-77.07470703125,70302-137284,3800 Reservoir Road,200072113,DC,US,LS,722-970,0.8
Birmingham,Univ of AL Birmingham/Library,33.4981575012207,-86.80689239501953,70067-133044,917 13th St,352031624,AL,US,LS,25845-235684,0.3
Fort Mill,Harris Teeter - Indian Land #372,34.93684005737305,-80.8380355834961,1541-116885,6271 Carolina Commons Dr,297075980,SC,US,LS,18564-98074,7.4
Pomona,"Fairplex & I-10, Pomona",34.071983337402344,-117.788330078125,13226-106936,2101 Murchison Ave,917681145,CA,US,CO,23599-231366,3.4
McLean,Safeway-McLean #1920,38.92399597167969,-77.20108795166016,74440-83330,7401 Colshire Dr,221027401,VA,US,LS,11208-241105,1.8
Richmond,Eastern Kentucky University-Weaver,37.743377685546875,-84.30157470703125,70384-141209,521 Lancaster Ave,404753100,KY,US,LS,79321-98575,2.2
Gilbert,Macy's - San Tan Village,33.33440017700195,-111.74639892578125,70372-127124,SR-202 Loop & William Fields Rd,852955260,AZ,US,LS,5966-42259,1.1
Las Vegas,Smith's-Las Vegas #347,36.15789031982422,-115.3121109008789,3487-108624,9851 W Charleston,891177516,NV,US,LS,5874-28810,0.7
Bellevue,QFC-North Towne #859,47.63478469848633,-122.20108795166016,70342-131805,2636 Bellevue Way NE,980042209,WA,US,LS,3533-153204,1.7
Bolling AFB,Bolling AFB - Commissary Mall,38.83637619018555,-77.01961517333984,70055-131064,185 Chappie James Blvd SW,200327717,DC,US,LS,22473-220544,2.7
Kansas City,Crowne Plaza Kansas City,39.09846496582031,-94.58538055419922,70071-129169,1301 Wyandotte St,641051626,MO,US,LS,2317-1969,0.2
Georgetown,I-35 & SR 29,30.632190704345703,-97.6929702758789,14860-118064,"1003 W University, 105, Wolf Ranch",78626,TX,US,CO,76420-93272,0.5
Hammond,Southeast Louisiana University,30.512880325317383,-90.46919250488281,3046-105150,1211 SGA Drive,70402,LA,US,LS,19445-189267,2.1
Vernon Hills,Vernon Hills-Rte 45 & 21,42.203125,-87.93521881103516,14108-107648,"1240 E. Route 45, #200",60061,IL,US,CO,2507-32283,3.4
BRIDGEWATER,Bridgewater Mall-Level 1 Side,40.58579635620117,-74.61845397949219,7392-139851,"400 Mall Commons Way, #264",088072821,NJ,US,CO,28246-249746,0.3
Stony Brook,SUNY Stony Brook University Hospita,40.90571594238281,-73.11507415771484,70319-125885,101 Nicholls Rd,11794,NY,US,LS,18747-187524,0.9
Lynn Haven,Hwy 77 & E 25th St,30.220766067504883,-85.64995574951172,14611-121465,2424 S. Hwy 77,324444722,FL,US,CO,8732-83810,3.5
New Port Richey,Little Rd & Ranch Del Rio,28.235599517822266,-82.66681671142578,14599-124265,5220 Little Rd,346551213,FL,US,CO,2967-88581,3.4
Portsmouth,Portsmouth,36.83794403076172,-76.3069076538086,14417-120584,361 Effingham Street,237042337,VA,US,CO,22592-221946,1.5
Waukegan,Grand & Green Bay Rd. - Waukegan,42.37073516845703,-87.8833236694336,14472-118526,3300 W. Grand Avenue,600852206,IL,US,CO,9646-96986,3.0
St Matthews,Target St Matthews T-2473,38.25883102416992,-85.6438217163086,5106-144964,4174 Westport Rd,402072784,KY,US,LS,7015-148590,0.3
Middletown,Target Middletown T-2728,38.243350982666016,-85.51570892333984,5116-144966,12975 Shelbyville Rd,402432405,KY,US,LS,79346-74180,0.8
D'Iberville,Target D'Iberville T-2485,30.444599151611328,-88.88459777832031,5103-137985,3867 Promenade Pkwy,395405372,MS,US,LS,18567-172165,2.1
Tulsa,Target Tulsa South T-2542,36.01845932006836,-95.88643646240234,5110-143885,10019 S Memorial Dr,741336103,OK,US,LS,11288-103408,1.7
Wauwatosa,Target Wauwatosa T-2586,43.087867736816406,-88.06602478027344,5113-144972,3900 N 124th St,532222105,WI,US,LS,2351-7548,0.1
Tucson,Target Tucson North T-2140,32.280174255371094,-110.97792053222656,5090-144826,4040 N Oracle Rd,857052700,AZ,US,LS,21886-206145,1.0
Brea,Target Brea T-2482,33.917999267578125,-117.8874282836914,5089-142346,855 Birch St,928215769,CA,US,LS,22000-210111,0.3
Rancho Cordova,Target Rancho Cordova T-2463,38.594512939453125,-121.28429412841797,5105-147204,10881 Olson Dr,956705646,CA,US,LS,5764-3273,0.2
Hghlands Ranch,Target Highlands Ranch T-2716,39.549861907958984,-105.00572204589844,5112-147685,1265 SGT Jon Stiles Dr,801292263,CO,US,LS,5325-165564,0.6
Glastonbury,Stop & Shop-Glastonbury #605,41.70679473876953,-72.59317779541016,4195-138768,55 Oak St,060332315,CT,US,LS,10949-102507,1.3
DeKalb,Target DeKalb T-2559,41.951961517333984,-88.72608947753906,5102-144970,2555 Sycamore Rd,601152051,IL,US,LS,9705-95477,0.5
Hanover,Target Hanover T-2532,42.13528823852539,-70.84105682373047,5104-141545,1167 Washington Street,023391643,MA,US,LS,11630-104339,2.0
Plymouth,Stop & Shop-Plymouth #469,41.95370101928711,-70.68400573730469,5022-101801,127 Samoset St,023604893,MA,US,LS,11849-104257,2.6
Lowell,Target Lowell T-2480,42.62461853027344,-71.31845092773438,5107-146005,199 Plain St,018525132,MA,US,LS,14996-138773,2.3
Henderson,Target Henderson SW T-2568,36.003944396972656,-115.08343505859375,5111-144827,695 S Green Valley Parkway,890520404,NV,US,LS,22134-211305,1.7
Anchorage,Target Anchorage South T-2372,61.129478454589844,-149.8804931640625,3774-145044,150 W 100th Ave Suite A,995152673,AK,US,LS,24936-233524,0.3
Hoover,Target Hoover West T-2503,33.402198791503906,-86.83200073242188,5108-145307,5561 Grove Blvd,352264600,AL,US,LS,13703-107628,2.3
Blue Springs,Target Blue Springs T-2525,39.02517318725586,-94.24955749511719,3879-143227,1040 NE Coronado,640142971,MO,US,LS,9882-97876,1.9
Cold Spring,Kroger - Cold Spring #410,39.00790023803711,-84.4240951538086,73954-113248,375 Crossroads Blvd.,410762202,KY,US,LS,75308-100101,4.6
Lakeport,Safeway - Lakeport #983,39.0485725402832,-122.92546081542969,74952-102355,1071 11th Street,954534105,CA,US,LS,11602-104087,25.4
Loveland,Safeway - Loveland #914,40.408504486083984,-105.10958862304688,74341-82292,2321 W Eisenhower Blvd,805373151,CO,US,LS,10499-103660,0.9
Baltimore,Safeway - Baltimore #1482,39.31693649291992,-76.61641693115234,79723-104112,2401 N. Charles Street,212185110,MD,US,LS,11515-104639,1.2
